60.023	0.00001	0	0	0	1	1	1	0	0	0	0	0	0	MAGIC.1
2840.962	0.005	1	0	0	2	1	1	0	0	0	3	1	2	84AmWa.02
2871.897	0.04	1	0	0	2	0	2	0	0	0	3	0	3	84AmWa.03
2874.811	0.005	1	0	0	2	1	2	0	0	0	3	1	3	84AmWa.04
2887.37	0.005	1	0	0	1	1	0	0	0	0	2	1	1	84AmWa.05
2906.523	0.005	1	0	0	1	0	1	0	0	0	2	0	2	84AmWa.06
2911.635	0.005	1	0	0	1	1	1	0	0	0	2	1	2	84AmWa.07
2946.802	0.005	1	0	0	0	0	0	0	0	0	1	0	1	84AmWa.08
2952.94	0.005	1	0	0	2	1	2	0	0	0	2	1	1	84AmWa.09
2975.064	0.005	1	0	0	3	3	1	0	0	0	3	3	0	84AmWa.10
2978.045	0.005	1	0	0	1	1	1	0	0	0	1	1	0	84AmWa.11
2978.492	0.005	1	0	0	3	3	0	0	0	0	3	3	1	84AmWa.12
2979.987	0.005	1	0	0	2	2	1	0	0	0	2	2	0	84AmWa.13
2991.162	0.005	1	0	0	2	2	0	0	0	0	2	2	1	84AmWa.14
3003.276	0.005	1	0	0	1	1	0	0	0	0	1	1	1	84AmWa.15
3028.263	0.005	1	0	0	2	1	1	0	0	0	2	1	2	84AmWa.16
3038.177	0.005	1	0	0	1	0	1	0	0	0	0	0	0	84AmWa.17
3068.845	0.005	1	0	0	2	1	2	0	0	0	1	1	1	84AmWa.18
3077.611	0.005	1	0	0	2	0	2	0	0	0	1	0	1	84AmWa.19
3094.671	0.005	1	0	0	2	1	1	0	0	0	1	1	0	84AmWa.20
3104.207	0.005	1	0	0	3	1	3	0	0	0	2	1	2	84AmWa.21
3109.645	0.005	1	0	0	3	0	3	0	0	0	2	0	2	84AmWa.22
3137.007	0.005	1	0	0	4	1	4	0	0	0	3	1	3	84AmWa.23
3139.197	0.005	1	0	0	4	0	4	0	0	0	3	0	3	84AmWa.24
3141.131	0.005	1	0	0	3	1	2	0	0	0	2	1	1	84AmWa.25
3168.702	0.005	1	0	0	5	0	5	0	0	0	4	0	4	84AmWa.26
3178.973	0.005	1	0	0	4	1	3	0	0	0	3	1	2	84AmWa.27
12.422637	0.000007	0	0	0	1	1	0	0	0	0	1	1	1	84BoDeDeDe.1
12.422638	0.000001	0	0	0	1	1	0	0	0	0	1	1	1	84WaCoPeWo.1
2839.387	0.005	1	0	0	3	1	3	0	0	0	4	1	4	85Amano.01
2840.962	0.005	1	0	0	2	1	1	0	0	0	3	1	2	85Amano.02
2871.937	0.005	1	0	0	2	0	2	0	0	0	3	0	3	85Amano.03
2874.811	0.005	1	0	0	2	1	2	0	0	0	3	1	3	85Amano.04
2887.37	0.005	1	0	0	1	1	0	0	0	0	2	1	1	85Amano.05
2904.657	0.005	1	0	0	2	0	2	0	0	0	2	2	1	85Amano.06
2906.523	0.005	1	0	0	1	0	1	0	0	0	2	0	2	85Amano.07
2911.635	0.005	1	0	0	1	1	1	0	0	0	2	1	2	85Amano.08
2946.802	0.005	1	0	0	0	0	0	0	0	0	1	0	1	85Amano.09
2952.94	0.005	1	0	0	2	1	2	0	0	0	2	1	1	85Amano.10
2963.513	0.005	1	0	0	3	2	2	0	0	0	3	2	1	85Amano.11
2975.064	0.005	1	0	0	3	3	1	0	0	0	3	3	0	85Amano.12
2978.045	0.005	1	0	0	1	1	1	0	0	0	1	1	0	85Amano.13
2978.492	0.005	1	0	0	3	3	0	0	0	0	3	3	1	85Amano.14
2979.987	0.005	1	0	0	2	2	1	0	0	0	2	2	0	85Amano.15
2991.162	0.005	1	0	0	2	2	0	0	0	0	2	2	1	85Amano.16
3003.276	0.005	1	0	0	1	1	0	0	0	0	1	1	1	85Amano.17
3009.123	0.005	1	0	0	3	2	1	0	0	0	3	2	2	85Amano.18
3028.263	0.005	1	0	0	2	1	1	0	0	0	2	1	2	85Amano.19
3038.177	0.005	1	0	0	1	0	1	0	0	0	0	0	0	85Amano.20
3063.006	0.005	1	0	0	3	1	2	0	0	0	3	1	3	85Amano.21
3068.845	0.005	1	0	0	2	1	2	0	0	0	1	1	1	85Amano.22
3072.19	0.005	1	0	0	2	2	1	0	0	0	2	0	2	85Amano.23
3077.611	0.005	1	0	0	2	0	2	0	0	0	1	0	1	85Amano.24
3094.671	0.005	1	0	0	2	1	1	0	0	0	1	1	0	85Amano.25
3104.207	0.005	1	0	0	3	1	3	0	0	0	2	1	2	85Amano.26
3109.645	0.005	1	0	0	3	0	3	0	0	0	2	0	2	85Amano.27
3121.202	0.005	1	0	0	3	2	2	0	0	0	2	2	1	85Amano.28
3137.007	0.005	1	0	0	4	1	4	0	0	0	3	1	3	85Amano.29
3139.197	0.005	1	0	0	4	0	4	0	0	0	3	0	3	85Amano.30
3140.044	0.005	1	0	0	3	2	1	0	0	0	2	2	0	85Amano.31
3141.131	0.005	1	0	0	3	1	2	0	0	0	2	1	1	85Amano.32
3160.971	0.005	1	0	0	4	2	3	0	0	0	3	2	2	85Amano.33
3168.702	0.005	1	0	0	5	1	5	0	0	0	4	1	4	85Amano.34
3178.973	0.005	1	0	0	4	1	3	0	0	0	3	1	2	85Amano.35
3193.963	0.005	1	0	0	4	2	2	0	0	0	3	2	1	85Amano.36
3208.187	0.005	1	0	0	5	1	4	0	0	0	4	1	3	85Amano.37
5.2031717	0.000001	0	0	0	2	2	0	0	0	0	2	2	1	85SaKaHi.1
1837.573	0.001	0	1	0	6	1	5	0	0	0	7	1	6	86FoMcPeWa.01
1837.6876	0.001	0	1	0	6	2	5	0	0	0	7	2	6	86FoMcPeWa.02
1892.5414	0.001	0	1	0	5	0	5	0	0	0	6	0	6	86FoMcPeWa.03
1892.5577	0.001	0	1	0	5	1	5	0	0	0	6	1	6	86FoMcPeWa.04
1895.9949	0.001	0	1	0	5	1	4	0	0	0	6	1	5	86FoMcPeWa.05
1896.3448	0.001	0	1	0	5	2	4	0	0	0	6	2	5	86FoMcPeWa.06
1952.024	0.001	0	1	0	4	1	3	0	0	0	5	1	4	86FoMcPeWa.07
2012.621	0.005	0	1	0	3	0	3	0	0	0	4	0	4	86FoMcPeWa.08
2013.01	0.005	0	1	0	3	1	3	0	0	0	4	1	4	86FoMcPeWa.09
2053.211	0.005	0	1	0	2	1	1	0	0	0	3	1	2	86FoMcPeWa.10
2060.684	0.005	0	1	0	2	2	1	0	0	0	3	2	2	86FoMcPeWa.11
2066.958	0.005	0	1	0	2	0	2	0	0	0	3	0	3	86FoMcPeWa.12
2068.68	0.005	0	1	0	2	1	2	0	0	0	3	1	3	86FoMcPeWa.13
2081.851	0.005	0	1	0	4	1	4	0	0	0	3	3	1	86FoMcPeWa.14
2102.488	0.005	0	1	0	1	1	0	0	0	0	2	1	1	86FoMcPeWa.15
2108.633	0.005	0	0	1	2	2	1	0	0	0	3	3	0	86FoMcPeWa.16
2111.226	0.005	0	0	1	2	2	0	0	0	0	3	3	1	86FoMcPeWa.17
2115.046	0.005	0	1	0	1	0	1	0	0	0	2	0	2	86FoMcPeWa.18
2119.938	0.005	0	1	0	1	1	1	0	0	0	2	1	2	86FoMcPeWa.19
2157.701	0.005	0	0	1	2	1	1	0	0	0	3	2	2	86FoMcPeWa.20
2160.176	0.005	0	1	0	0	0	0	0	0	0	1	0	1	86FoMcPeWa.21
2186.344	0.005	0	1	0	1	1	1	0	0	0	1	1	0	86FoMcPeWa.22
2190.664	0.005	0	0	1	1	1	0	0	0	0	2	2	1	86FoMcPeWa.23
2208.417	0.005	0	1	0	2	2	0	0	0	0	2	2	1	86FoMcPeWa.24
2218.393	0.005	0	1	0	1	1	0	0	0	0	1	1	1	86FoMcPeWa.25
2223.706	0.005	0	0	1	2	0	2	0	0	0	3	1	3	86FoMcPeWa.26
2225.501	0.005	0	1	0	3	2	1	0	0	0	3	2	2	86FoMcPeWa.27
